epoch,train_loss,val_macro_f1,val_auroc,val_auprc
1,0.8405585410920057,0.14191430600489227,0.5194339636007221,0.22502656466634668
2,0.20594201541759752,0.1755819289877203,0.6039059537558444,0.25223235048698905
3,0.13993209329518405,0.1819588858860014,0.5687021067861746,0.25422876639445924
