epoch,train_loss,val_macro_f1,val_auroc,val_auprc
1,0.8125812716104768,0.16833311793416916,0.4205357589141926,0.21355804753948054
2,0.2295274825936014,0.17846430019652038,0.4886874399080169,0.23866098499887994
3,0.16542832892049442,0.18572388747220564,0.5148238835984007,0.24804143958882463
