epoch,train_loss,val_macro_f1,val_auroc,val_auprc
1,0.8189592415636237,0.17034787923213018,0.6110764967374461,0.2552496533140294
2,0.23439120230349628,0.18801632442694896,0.5150535914165781,0.2408855419367158
3,0.1715356477282264,0.18190040577697422,0.48757959099864256,0.2297572407136883
