epoch,train_loss,val_macro_f1,val_auroc,val_auprc
1,0.7670394663106311,0.1610089756426442,0.456144295184577,0.21619322077328604
2,0.21205312216823752,0.17757581194346977,0.5327039827046044,0.2500569137981067
3,0.15901726653630083,0.18624155632555545,0.5367536824925723,0.27277268839195845
