epoch,train_loss,val_macro_f1,val_auroc,val_auprc
1,0.8448015194047581,0.13692607739521157,0.47058367473528956,0.2159997393015182
2,0.2549901096658273,0.1814714685788567,0.562264110982105,0.23509782801789064
3,0.19194516996768388,0.1799039893484165,0.5320388297128024,0.23985783497892355
