MacroF1,MacroAUPRC,MacroAUROC,BalancedAccuracy,MinRecall,Accuracy,model,corruption,MacroF1_drop_from_clean
0.4012354937936203,0.5963220323855083,0.790607924571247,0.485370233702337,0.0,0.5505536831969187,RNN_rr_morphology,clean,0.0
0.4025920150129193,0.5962841545702874,0.790419507174947,0.4867035670356704,0.0,0.5524795377948964,RNN_rr_morphology,gaussian_noise,0.001356521219299
0.4231446744098502,0.5933000547398743,0.7871691985146846,0.5017755227552275,0.0,0.5777563793933558,RNN_rr_morphology,baseline_wander,0.0219091806162298
0.3869132993571334,0.5970275240629287,0.7926331844472941,0.4724772447724478,0.0,0.5310544053923929,RNN_rr_morphology,amplitude_scaling,-0.0143221944364869
0.4023398085010219,0.4288801831188551,0.7263383279438969,0.4631033210332103,0.0,0.5642753972075109,RNN_rr_morphology,missing_samples,0.0011043147074016
