MacroF1,MacroAUPRC,MacroAUROC,BalancedAccuracy,MinRecall,Accuracy,experiment,architecture,loss,sampler,augmentation,seed,context,feature_mode,Seconds,Params
0.266497015503807,0.5531735735909005,0.7751677611164495,0.3789772447724477,0.0,0.39600385170919594,features_waveform,RNN,class_weight,False,False,42,8,waveform,0.9796227989718318,8133
0.1886314271481875,0.5333684737818989,0.7493315741989156,0.3308456334563346,0.0,0.32209918151179584,features_rr,RNN,class_weight,False,False,42,8,rr,0.9657541399355978,8261
0.40123549379362033,0.5963220323855083,0.790607924571247,0.485370233702337,0.0,0.5505536831969187,features_rr_morphology,RNN,class_weight,False,False,42,8,rr_morphology,0.9652182459831238,8517
