MacroF1,MacroAUPRC,MacroAUROC,BalancedAccuracy,Accuracy,N_recall,F_recall,experiment,validation_MacroF1,seed,mode,architecture,Params
0.40123549379362033,0.5963220323855083,0.790607924571247,0.485370233702337,0.5505536831969187,0.0,0.0,current_class_balanced,0.17556085394092225,42,current,RNN,8517
0.28627662543059806,0.5523731010127252,0.7783923604011317,0.41221525215252147,0.44342802118440056,0.0,0.0,original_symbol_balanced_sampler,0.1607681209836968,42,symbol_sampler,RNN,8517
0.1822724938435095,0.46992799432069254,0.7203848648927768,0.3046789667896679,0.2843042850264805,0.0016666666666666668,0.0,original_symbol_aware_loss,0.04151714145556977,42,symbol_loss,RNN,8517
