MacroF1,MacroAUPRC,MacroAUROC,BalancedAccuracy,Accuracy,N_recall,F_recall,name,validation_MacroF1,architecture,learned_morphology,augmentation,seed,window_pre,window_post,Params,seconds
0.4051016147838326,0.6441601091634952,0.8233407942504527,0.5085012300123001,0.584256138661531,0.0075,0.0,window_60_120,0.17305633434665693,RNN,False,none,42,60,120,8645,1.107545823091641
0.43107868228949364,0.5969619070356653,0.8423880583482395,0.5355854858548585,0.6056812710640347,0.0,0.08333333333333333,window_90_90,0.18387028275563305,RNN,False,none,42,90,90,8645,1.1111656749853864
0.2044120624115077,0.5078975293271121,0.7150958285072919,0.2913259532595326,0.29248916706788636,0.0008333333333333334,0.0,window_120_60,0.18038540534009906,RNN,False,none,42,120,60,8645,1.0824248349526897
