model,temperature,ECE,Brier,MacroF1,MacroAUPRC,MacroAUROC
frozen_baseline_test,1.0,0.22164485329321137,0.670346289976751,0.40123549379362033,0.5963220323855083,0.790607924571247
phase3_final_test,1.0,0.22164485329321137,0.670346289976751,0.40123549379362033,0.5963220323855083,0.790607924571247
frozen_baseline_temperature_scaled,3.0,0.14467194652767512,0.6518866376603105,0.40123549379362033,0.5825216684897104,0.7606883219312003
