MacroF1,MacroAUPRC,MacroAUROC,BalancedAccuracy,Accuracy,N_recall,F_recall,lambda,validation_MacroF1,experiment,Params
0.3936682173433373,0.5803587138046339,0.7888948542270836,0.4819292742927429,0.5423688011555128,0.0,0.0,0.1,0.16985499464771456,multitask_lambda_0.1,8913
0.3998707643602422,0.6004730700391321,0.792278094841887,0.5075848708487085,0.5373134328358209,0.0,0.16666666666666666,0.25,0.16935491145418619,multitask_lambda_0.25,8913
0.4186105250855877,0.5825341241315459,0.7709352554452982,0.5190492004920049,0.5541646605681271,0.0,0.16666666666666666,0.5,0.1657172828278454,multitask_lambda_0.5,8913
