MacroF1,MacroAUPRC,MacroAUROC,BalancedAccuracy,MinRecall,Accuracy,N_recall,F_recall,experiment,architecture,loss,sampler,augmentation,seed,context,feature_mode,Seconds,Params
0.23526293567408638,0.5349886604719452,0.7704306475948495,0.35413161131611315,0.0,0.3574867597496389,0.0,0.0,context_4,RNN,class_weight,False,False,42,4,waveform,0.818769883015193,8133
0.266497015503807,0.5531735735909005,0.7751677611164495,0.3789772447724477,0.0,0.39600385170919594,0.0,0.0,context_8,RNN,class_weight,False,False,42,8,waveform,1.1389637960819528,8133
0.26206989024271643,0.5372076656720626,0.7651755876222681,0.3725012300123001,0.0,0.38781896966779006,0.0,0.0,context_16,RNN,class_weight,False,False,42,16,waveform,1.3573746860492975,8133
0.2596072894827391,0.5426132828130295,0.7636883206862143,0.3684655596555966,0.0,0.38228213769860375,0.0,0.0,context_32,RNN,class_weight,False,False,42,32,waveform,1.7428361140191555,8133
